,Name,Price,Rating,Reviews,Product Link
30,"M9GI Water Bottle for Fridge round crystal diamond for Home Office Gym School Boy 1000 ml Bottle  (Pack of 6, Clear, Plastic, Steel)",₹479,4.4,"['These water bottles are of very good quality and easy for me to clean and it comes in such a good design of crystal diamond which looks lovely must buy', 'M9GI water Bottle for fridge round crystal diamond shaped are very beautiful. The quality of these bottle are heavy. Value for money. Just go for it', 'Steel cover on plastic cap is very loose seems to be cheap arrangement.', '', '', '', '', '']",https://www.flipkart.com/m9gi-water-bottle-fridge-round-crystal-diamond-home-office-gym-school-boy-1000-ml/p/itm7f5a903622f62?pid=BOTGNFFZY7BZHHZC&lid=LSTBOTGNFFZY7BZHHZCCRR6NW&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_31&otracker=search&iid=en_0Ash5OWNLTVgYodr4TruWQ543TWKVEYDlLvAsZdaeXQPtrQAlNB9HGPC5YHPyog3oQarJHgALkt3zCqL1VyreA%3D%3D&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
31,"pexpo Stainless Steel Vacuum Insulated Cosmo Carafe, 24 Hrs Hot and Cold Tea/Coffee 1500 ml Flask  (Pack of 1, Silver, Steel)","₹1,374",4.1,"['I have started using it for the first time. It is now more than 17 hours and still it is maintaining the same Temperature of the hot water.', 'Good', 'Good', '', '', '', '', '']",https://www.flipkart.com/pexpo-stainless-steel-vacuum-insulated-cosmo-carafe-24-hrs-hot-cold-tea-coffee-1500-ml-flask/p/itm948643b3819f1?pid=BOTGJUGKXZGRGZGT&lid=LSTBOTGJUGKXZGRGZGT6THDWT&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_32&otracker=search&iid=en_0Ash5OWNLTVgYodr4TruWQ543TWKVEYDlLvAsZdaeXSNhPePCcBUymcMYabeEs68PW0uqtrNy8ISdnn1%2BJSKKg%3D%3D&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
32,"MILTON Thermosteel Glassy Drinking Cup Lid, 1000 Ml, Pink 1000 ml Flask  (Pack of 1, Pink, Steel)",₹986,4.5,"['The product i receive very good. Today i receive.. It deliver in 2 days. Thats too gud or fast delivery... Lets see how its works good or bad... Quality wiise so gool nd look classy. Lovely color. Pakaging is ousider little messy . Otherwise sooo good.. Nd delhi very boy is also very genuine person nd very polite.... This is my gud purchase...just wooow', 'I liked the flask look wise as well as the quantity it can hold at a tume . Also the hot/cold stays for aprox 7-8 hrs', 'Awesome! Worth the money!\nI got this product at Rs 725 and it has been great so far.Water remains hot 6-8 hours surely.', '', '', '', '', '', '', '']",https://www.flipkart.com/milton-thermosteel-glassy-drinking-cup-lid-1000-ml-pink-ml-flask/p/itmd4cd1b68dd56b?pid=BOTF4WFTZYW8AVKY&lid=LSTBOTF4WFTZYW8AVKYWLCFQE&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_33&otracker=search&iid=9d29debd-5de5-428f-8399-fc5e249d1d83.BOTF4WFTZYW8AVKY.SEARCH&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
33,"Flipkart SmartBuy Stylish crystal design water bottle set for multipurpose 6pc 1000 ml Bottle  (Pack of 6, Multicolor, Plastic)",₹269,4.3,"['This is this product is also very very good morning saved product its quality and design colour is all perfect DU any water bottle price and the durability is very very strong material quality is good this product is very very good product', 'Very nice super so nice', 'Nice Bottle...🙂', '', '', '', '', '', '', '']",https://www.flipkart.com/flipkart-smartbuy-stylish-crystal-design-water-bottle-set-multipurpose-6pc-1000-ml/p/itmb7ed8446011cd?pid=BOTGCZENDC6GKB6F&lid=LSTBOTGCZENDC6GKB6F0Q43RQ&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_34&otracker=search&iid=9d29debd-5de5-428f-8399-fc5e249d1d83.BOTGCZENDC6GKB6F.SEARCH&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
34,"MODEK Tower Shape Blue Color Cotted Copper Water Bottle 950 ml Bottle  (Pack of 1, Blue, Copper)",₹770,,,https://www.flipkart.com/modek-tower-shape-blue-color-cotted-copper-water-bottle-950-ml/p/itm0bfb5c95e65e0?pid=BOTGP9YWB7YGREHM&lid=LSTBOTGP9YWB7YGREHM91498D&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_35&otracker=search&iid=9d29debd-5de5-428f-8399-fc5e249d1d83.BOTGP9YWB7YGREHM.SEARCH&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
35,"CASPIAN /// Hike Stainless Steel Sipper Water Bottle for Home Office School Kids Sports Gym 1000 ml Bottle  (Pack of 1, Black, Steel)",₹364,4.1,"['Great product and price range is also good.', 'Very good bottal, this colour is awesome', 'So beautiful colour\nvery light waight and gud quality besstttttt', '', '', '', '', '', '', '']",https://www.flipkart.com/caspian-hike-stainless-steel-sipper-water-bottle-home-office-school-kids-sports-gym-1000-ml/p/itmcc47b3dcb3e56?pid=BOTGGHSH8ZV9HKMK&lid=LSTBOTGGHSH8ZV9HKMKUGTGYG&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_36&otracker=search&iid=9d29debd-5de5-428f-8399-fc5e249d1d83.BOTGGHSH8ZV9HKMK.SEARCH&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
36,"VISAXMI 1 Liter Steel Water Bottle | Stainless Steel Fridge Water Bottle | Kids Bottle 1000 ml Bottle  (Pack of 3, Blue, Steel)",₹885,,,https://www.flipkart.com/visaxmi-1-liter-steel-water-bottle-stainless-fridge-kids-1000-ml/p/itm9df3ce3a221d4?pid=BOTGQCQKQZEGBZHV&lid=LSTBOTGQCQKQZEGBZHVMV7LEQ&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_37&otracker=search&iid=en_0Ash5OWNLTVgYodr4TruWQ543TWKVEYDlLvAsZdaeXROuz72yLgC%2BuciOM1Jo5VJQrll8aHsfDb0d2cm1mmvMw%3D%3D&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
37,"CASPIAN /// Stainless Steel Water Bottle for Fridge School Gym Sports Home Office Boys Girls 1000 ml Bottle  (Pack of 1, Blue, Steel)",₹379,3.9,,https://www.flipkart.com/caspian-stainless-steel-water-bottle-fridge-school-gym-sports-home-office-boys-girls-1000-ml/p/itmb7a66b7334e1d?pid=BOTGZDVQMSMFR3SN&lid=LSTBOTGZDVQMSMFR3SNURS9FE&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_38&otracker=search&iid=en_0Ash5OWNLTVgYodr4TruWQ543TWKVEYDlLvAsZdaeXSj6%2FrM%2FkKH%2FVAmBTrg%2FuZw7nmEUNJLoP5PVEyK19kKqg%3D%3D&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
38,"MILTON Super 1000 Single Wall Stainless Steel Bottle, 1000 ml, Copper | Office | Home 1000 ml Bottle  (Pack of 1, Copper, Steel)",₹362,3.8,"['Very good product 👌 👍', 'Very good product.Thanks Flipkart', 'Excellent 👍🏻', '', '', '', '', '', '', '']",https://www.flipkart.com/milton-super-1000-single-wall-stainless-steel-bottle-ml-copper-office-home-ml-bottle/p/itm0daa8c7cd6c0e?pid=BOTGHFCQG3TY8VWJ&lid=LSTBOTGHFCQG3TY8VWJFGVCEG&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_39&otracker=search&iid=9d29debd-5de5-428f-8399-fc5e249d1d83.BOTGHFCQG3TY8VWJ.SEARCH&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
39,"3D METRO SUPER STORE ZIG-ZAG Pattern Multicolor Drinking Water Bottles 1000 ml Bottle  (Pack of 6, Multicolor, PET)",₹299,4.1,"['Nice water bottles. It has a good attractive Design. It is easy to wash too. Plastic quality used is also tough.', ""Excellent water capacity, and actually quite compact for water bottles. I am trying to remove the old bottles from my house, and these bottles are excellent and sturdy. You can also just plonk it in your bag and take to office or for a day-trip - the lid does not leak at all. Just know that they have a wide mouth, so if you drink directly from the bottle don't tilt it too much. I will be buying another set soon."", 'Bottle design is very good. Keeping in refrigerator also give premium looks to my refrigerator and also the quality of bottle is too good and light in weight. I already ordered 2 more sets.', '', '', '', '', '', '', '']",https://www.flipkart.com/3d-metro-super-store-zig-zag-pattern-multicolor-drinking-water-bottles-1000-ml-bottle/p/itm4ef13883e18ad?pid=BOTGFZS8FMGBXZEH&lid=LSTBOTGFZS8FMGBXZEHAZP4R9&marketplace=FLIPKART&q=WaterBottle&store=upp%2F3t7&srno=s_1_40&otracker=search&iid=9d29debd-5de5-428f-8399-fc5e249d1d83.BOTGFZS8FMGBXZEH.SEARCH&ssid=z9ljnmc7r40000001687297449288&qH=d9179e4bbe2fe963
