,name,price,reviews
0,SONATA GOLD Series Mini Spy Magnet Camera WiFi Hidden Camera (V380 PRO APP) HD1080P Indoor Home Small Spy Cam Security Cameras Nanny Cam Built-in Battery with Motion Detection Night Vision,"₹1,499","['1. Wireless HD 1080P Camera for Home Small Security, Camera, good Night Vision mode and motion Detection, good Built-in Battery. Easy to operate.\n', '2. It really serves the purpose. Sonata products are really good. Have bought some others too before this and they work well without any trouble.\n']"
